,severity,description
594,3,At Burr St/Exit 6 - Accident.
595,3,At US-14/Dempster St - Accident.
596,3,At Bryn Mawr Ave/Nagle Ave/Exit 82 - Accident.
597,3,At IL-171/Cumberland Ave/Exit 79 - Accident.
598,3,At Cass Ave - Accident.
599,2,At 31st St/Exit 54 - Accident.
600,3,At US-20/Lake St/North Ave/Exit 13 - Accident.
601,3,At I-294/Exit 277A - Accident.
602,2,At Lake Forest Oasis - Accident.
603,2,Between Armitage Ave/Exit 48A and Division St/Exit 49A - Accident.
604,2,At Lake Dr - Accident.
605,2,At Lowlands Dr - Accident.
606,2,At Wauconda - Accident.
607,2,Between Laramie Ave/Exit 24A and IL-50/Cicero Ave/Exit 24B - Accident.
608,2,At Montrose Ave/Exit 43C - Accident.
609,2,At IL-58/Dempster St/Exit 37 - Accident.
610,2,At Kostner Ave/Exit 43D - Accident.
611,2,At I-294/Exit 15A - Accident.
612,2,At Stonebridge Dr - Accident.
613,2,At Royal Blvd - Accident.
614,2,At Illinois St - Accident.
615,2,At IL-59 - Accident.
616,2,At IL-132/E Grand Ave - Accident.
617,2,At Montrose Ave/Exit 43C - Accident.
618,2,At I-94 - Accident.
619,2,At I-90/I-94 Eastern Split - Accident.
620,2,At IL-43/Harlem Ave/Exit 21B - Accident.
621,2,At I-90 - Accident.
622,2,Between I-90/I-94 Western Split and Montrose Ave/Exit 43C - Accident.
623,2,At US-45 - Accident.
624,2,At Heritage Dr - Accident.
625,2,At Diamond Lake Rd - Accident.
626,2,Between Stony Island Ext and 111th St/Exit 66A - Accident.
627,3,At IL-50/Cicero Ave - Accident.
628,2,At Pine Grove Ave - Accident.
629,2,At Sibley Blvd/147th St/Exit 350 - Accident.
630,2,At Stearns School Rd - Accident.
631,2,At IL-50/Cicero Ave - Accident.
632,3,At I-294/IL-38/Roosevelt Rd - Accident.
633,2,At Fullerton Ave/Exit 47A - Accident.
634,2,At Washington Blvd/Exit 51C - Accident.
635,2,Ramp to Wolf Rd/Exit 16 - Accident.
636,2,Ramp to US-12/US-20/US-45/Mannheim Rd - Accident.
637,2,Between Adams St/Exit 51F and Madison St/Exit 51D - Accident.
638,2,At 25th Ave/Exit 18 - Accident.
639,2,At IL-43/Harlem Ave/Exit 283 - Accident.
640,2,At Wolf Rd/Exit 16 - Accident.
641,2,At Plainfield Rd - Accident.
642,2,At York Rd - Accident.
643,3,At 71st St/Exit 59C (West) - Accident.
644,2,At Powis Rd - Accident.
645,2,At Garden Ave - Accident.
646,2,At CR-17/Maple Ave - Accident.
647,2,At IL-131/S Green Bay Rd - Accident.
648,2,At IL-53/Rohlwing Rd - Accident.
649,3,At Damen Ave/Exit 290 - Accident.
650,3,At Sacramento Blvd/Exit 27A - Accident.
651,3,At Prospect Ave - Accident.
652,3,At US-45/IL-21/Milwaukee Ave - Accident.
653,3,At Diamond Lake Rd - Accident.
654,3,At IL-131/S Green Bay Rd - Accident.
655,3,At Lake St - Accident.
656,3,At Lake St - Accident.
657,3,At IL-60 - Accident.
658,3,At IL-134/Round Lake Rd - Accident.
659,3,At IL-134/Round Lake Rd - Accident.
660,3,At CR-17/CR-A9/W Wadsworth Rd - Accident.
661,3,At Schwerman Rd - Accident.
662,3,At Schwerman Rd - Accident.
663,3,At Greenwood Ave - Accident.
664,3,At IL-83/Sibley Blvd/Exit 71 - Accident.
665,3,At Wilmington Rd/Exit 327 - Accident.
666,3,At Regent Dr - Accident.
667,3,At Regent Dr - Accident.
668,2,Between 119th St/Exit 354 and IL-1/Halsted St/Exit 357 - Accident.
669,2,Between 111th St/Monterey Ave/Exit 355 and IL-1/Halsted St/Exit 357 - Accident.
670,2,At Damen Ave/Exit 290 - Accident.
671,2,At Keeler Ave/Exit 44A - Accident.
672,2,At IL-68/Dundee Rd/Exit 30 - Accident.
673,2,At 43rd St/Exit 56A - Accident.
674,2,At Fairfield Ave - Accident.
675,2,At Granada Blvd - Accident.
676,2,At 63rd St - Accident.
677,2,At CR-32/CR-V77/Old McHenry Rd - Accident.
678,2,Between I-55/Stevenson Expy/Exit 53C and Canalport Ave/Cermak Rd/Exit 53 - Accident.
679,2,At I-290/Eisenhower Expy - Accident.
680,2,At E Lake Cook Rd - Accident.
681,2,At Washington St - Accident.
682,2,At President St - Accident.
683,2,At Slusser St - Accident.
684,2,At Northwind Blvd - Accident.
685,4,Closed at Miller Rd - Road closed due to accident.
686,4,Closed at Bell School Rd - Road closed due to accident.
687,2,At Gundersen Dr - Accident.
688,2,At Butterfield Rd - Accident.
689,2,At Baker Hill Dr - Accident.
690,2,At CR-15/Summit Ave - Accident.
691,3,At I-290/Eisenhower Exy/Exit 51H/51I - Accident.
692,3,At Wolf Rd/Exit 16 - Accident.
693,2,At Almond Rd - Accident.
694,3,At I-88/E-W Tollway - Accident.
695,3,At IL-22 - Accident.
696,3,At IL-22 - Accident.
697,3,At US-12/US-20/95th St - Accident.
698,3,At Burman Dr - Accident.
699,3,At Burman Dr - Accident.
700,4,Closed at Ives Grove Rd - Road closed due to accident.
701,4,Closed at Ives Grove Rd - Road closed due to accident.
702,2,Between WI-100/Ryan Rd/Exit 322 and W Drexel Ave/Exit 321 - Accident.
703,3,At 130th St/Exit 68 - Accident.
704,3,At 119th St/Exit 354 - Accident.
705,3,At I-94/Kingery Expy - Accident.
706,4,Closed between Boyd Blvd and US-6 - Road closed due to accident.
707,4,Closed between US-6 and Boyd Blvd - Road closed due to accident.
708,2,At McLean Blvd - Accident.
709,2,At President St - Accident.
710,2,Between IL-176/Rockland Rd and IL-137/Buckley Rd - Accident.
711,2,At I-355/Vets Meml Tollway/Exit 140 - Accident.
712,2,At Skokie Hwy - Accident.
713,2,At IL-22/Half Day Rd - Accident.
714,2,At I-294/Exit 277B - Accident.
715,2,Between I-294 and I-290/Eisenhower Expy - Accident.
716,2,At Bartlett Rd - Accident.
717,2,At Hillside Ave - Accident.
718,2,At Addison St/Exit 45A - Accident.
719,2,At US-12/Rand Rd - Accident.
720,2,Between IL-53 and CR-5/CR-V62/N Quentin Rd - Accident.
721,2,Between IL-53 and Woodridge - Accident.
722,2,At Main St (Lombard) - Accident.
723,2,At Damen Ave/Exit 47B - Accident.
724,2,At Stearns Rd - Accident.
725,3,At Cermak Road Toll Plaza - Accident.
726,2,At Clinton Ave - Accident.
727,2,At 31st St/Oak Brook Rd - Accident.
728,2,At CDW Way - Accident.
729,2,At 22nd St - Accident.
730,2,At 63rd St - Accident.
731,3,At Krueger Rd - Accident.
732,3,At Krueger Rd - Accident.
733,3,At Monticello Ave - Accident.
734,3,At Monticello Ave - Accident.
735,2,At 75th St - Accident.
736,2,At St Charles Rd - Accident.
737,2,At St Charles Rd - Accident.
738,2,At 75th St - Accident.
739,2,At CR-13/Winfield Rd - Accident.
740,2,At IL-64/North Ave - Accident.
741,2,At CR-13/Winfield Rd - Accident.
742,2,At CR-G/Exit 327 - Accident.
743,2,At IL-19/Irving Park Rd - Accident.
744,2,At IL-19/Irving Park Rd - Accident.
745,2,At Kenosha Rd - Accident.
746,2,At Stearns School Rd - Accident.
747,2,At Stearns School Rd - Accident.
748,2,At Kenosha Rd - Accident.
749,2,At Ca-A7/State Park Rd - Accident.
750,2,At CR-15/Midwest Rd/Summit Ave - Accident.
751,2,At CR-15/Midwest Rd/Summit Ave - Accident.
752,2,At Ca-A7/State Park Rd - Accident.
753,3,At IL-43/Harlem Ave/Exit 21B - Accident.
754,2,At Tollgate Rd - Accident.
755,2,At IL-120/W Belvidere Rd - Accident.
756,2,At IL-173/Rosecrans Rd - Accident.
757,2,At IL-120/W Belvidere Rd - Accident.
758,2,At IL-173/Rosecrans Rd - Accident.
759,2,At W Highland Ave/Chicago St - Accident.
760,3,At Division St/Exit 49A - Accident.
761,2,At Tollgate Rd - Accident.
762,2,At W Highland Ave/Chicago St - Accident.
763,2,At Seminole St - Accident.
764,2,At Seminole St - Accident.
765,2,At Chase St - Accident.
766,2,At US-12/IL-59/N Rand Rd - Accident.
767,3,At McHenry/Boone County Line - Accident.
768,2,At Warrenville Rd - Accident.
769,2,At US-12/IL-59/N Rand Rd - Accident.
770,2,At Chase St - Accident.
771,2,At Warrenville Rd - Accident.
772,2,At IL-120/Belvidere Rd - Accident.
773,2,At IL-120/Belvidere Rd - Accident.
774,3,At Central Ave/Exit 23B - Accident.
775,3,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
776,3,At 25th Ave/Exit 18 - Accident.
777,3,At CR-58/CR-W24/Riverwoods Rd - Accident.
778,3,At Cedar Lake Rd - Accident.
779,3,At Cedar Lake Rd - Accident.
780,3,At IL-173 - Accident.
781,3,At I-290/US-20/IL-64 - Accident.
782,3,At IL-173 - Accident.
783,3,At Jackson Blvd - Accident.
784,3,At IL-120/Belvidere Rd - Accident.
785,2,At CR-ML/122nd St - Accident.
786,3,At Lake Cook Rd - Accident.
787,3,At Lake Cook Rd - Accident.
788,3,At CR-32/CR-V77/N Old McHenry Rd - Accident.
789,3,At US-41/Skokie Hwy - Accident.
790,3,At CR-32/CR-V77/N Old McHenry Rd - Accident.
791,3,At CR-5/CR-V62/N Quentin Rd - Accident.
792,3,At CR-5/CR-V62/N Quentin Rd - Accident.
793,3,At IL-176/W Liberty St - Accident.
794,3,At Adams St - Accident.
795,3,At CR-45/CR-A22/Washington St - Accident.
796,3,At County Farm Rd - Accident.
797,3,At CR-45/CR-A22/Washington St - Accident.
798,3,At Fullerton Ave/Exit 47A - Accident.
799,2,At Ashland Ave - Accident.
800,3,At Kilpatrick Ave - Accident.
801,3,At Kilpatrick Ave - Accident.
802,3,At 103rd St - Accident.
803,3,Between Racine Ave/Exit 29A and Ashland BLV/Paulina St/Exit 28B - Accident.
804,3,At Highland Ave - Accident.
805,3,Between Dan Ryan Expy and 59th St/Exit 58A - Accident.
806,3,At CR-29/CR-W15/N Hunt Club Rd - Accident.
807,3,At CR-29/CR-W15/N Hunt Club Rd - Accident.
808,4,Closed between WI-67/Exit 25 and CR-X/Exit 17 - Road closed due to accident.
809,3,At IL-60/Town Line Rd - Accident.
810,3,At Damen Ave/Exit 47B - Accident.
811,3,At Arsenal Rd/Exit 245 - Accident.
812,3,At Cass Ave/Exit 273 - Overturned vehicle.
813,2,At 47th St/Exit 56B - Accident.
814,3,At Central Ave/Exit 13 - Accident.
815,2,At Keeler Ave/Exit 44A - Accident.
816,4,Ramp closed to Exit 140 - Road closed due to accident.
817,3,Ramp to I-55/Stevenson Expy - Accident.
818,3,Ramp to Canalport Ave/Cermak Rd/Exit 53 - Accident.
819,3,Ramp to I-55/Stevenson Expy - Accident.
820,3,At 59th St/Exit 58A - Accident.
821,3,At IL-60/Town Line Rd - Accident.
822,2,At WI-142/CR-S/Exit 340 - Accident.
823,2,At Independence Blvd/Exit 26A - Accident.
824,2,At I-94/IN-51/Exit 21 - Accident.
825,2,At I-80/I-94/US-6/IN-51/Exit 21 - Accident.
826,2,Ramp to Indiana East-West Toll Rd - Accident.
827,2,At I-94/IN-51/Exit 21 - Accident.
828,2,At Addison St/Exit 45A - Accident.
829,2,At Canal St - Accident.
830,3,At Arlington Heights Rd - Accident.
831,2,At Montrose Ave/Exit 43C - Accident.
832,2,At US-12/US-20/US-45/Exit 279 - Accident.
833,2,Ramp to I-290/Eisenhower Expy - Accident.
834,2,Ramp to Exit 51H - Accident.
835,2,Ramp to I-290/Eisenhower Expy Westbound - Accident.
836,2,Ramp to I-290/Eisenhower Expy - Accident.
837,2,At IN-912/Cline Ave/Exit 5 - Accident.
838,2,At US-30/Exit 253 - Accident.
839,2,At 87th St/Exit 61B - Accident.
840,4,Closed between Glenwood Dyer Rd and Torrence Ave - Road closed due to accident.
841,4,Closed at Glenwood Dyer Rd - Road closed due to accident.
842,3,At US-6/159th St/Exit 73 - Accident.
843,3,At Joliet Rd/Exit 268 - Accident.
844,2,At I-53 - Accident.
845,2,At Central Ave/Exit 23B - Accident.
846,2,Between IL-68/Dundee Rd/Exit 30 and Tower Rd/Exit 31 - Accident.
847,2,At Willow Rd/Exit 33 - Accident.
848,2,Between 10th St/55th St and US-34/Ogden Ave - Accident.
849,2,At Grace St - Accident.
850,4,Closed between IL-31/State St and IL-25/Illinois Ave/Lavoie Ave - Road closed due to accident.
851,2,At IL-171/Archer Ave - Accident.
852,3,Between IL-31/IL-56 and Farnsworth Ave - Accident.
853,2,At Old Elm Rd - Accident.
854,2,Ramp to Exit 21 - Accident.
855,2,At Elgin Ohare Expy - Accident.
856,2,At W Westleigh Rd - Accident.
857,3,At Ohio St/Exit 50B - Accident.
858,2,At CR-65/W Yorkhouse Rd - Accident.
859,4,Closed between US-35/IN-212/E Michigan Blvd and Johnson Rd - Road closed due to accident.
860,2,At I-94/Tri-State Tollway - Accident.
861,3,At 87th St/Exit 61B - Accident.
862,2,At Fullerton Ave/Exit 47A - Accident.
863,2,Between IL-132/Grand Ave and Washington St - Accident.
864,2,At Division St/Exit 49A - Accident.
865,2,At Old Half Day Rd - Accident.
866,2,At Berkley Ave - Accident.
867,2,At Lakehurst Rd - Accident.
868,2,At Bristol Village of - Accident.
869,2,At Kostner Ave/Exit 25 - Accident.
870,2,Between IL-56/Butterfield Rd/Camden Ct and CR-25/Meyers Rd - Accident.
871,2,At 111th St/Exit 66A - Accident.
872,2,Between US-14/Northwest Hwy and Euclid Ave - Accident.
873,3,Between Belmont Ave and IL-19/Irving Park Rd - Accident.
874,2,At Lemont Rd/Exit 271 - Accident.
875,2,At Grace St - Accident.
876,2,At I-55 - Accident.
877,2,At Lawndale Ave - Accident.
878,2,At US-6/159th St/Exit 348 - Accident.
879,2,At IL-64/W North Ave - Accident.
880,3,At IN-249/Exit 19 - Accident.
881,2,At Independence Blvd/Exit 26A - Accident.
882,2,At Pulaski Rd/Exit 287 - Accident.
883,2,At US-45 - Accident.
884,2,Between W Washington Ave and W Westleigh Rd - Accident.
885,2,At Tennessee Ave - Accident.
886,2,At 111th St/Monterey Ave/Exit 355 - Accident.
887,2,At Edgewood Walk - Accident.
888,3,At IL-171/Cumberland Ave/Exit 79 - Accident.
889,2,At US-45 - Accident.
890,2,Between US-20/Lake St/North Ave/Exit 13 and US-20/Lake St/York Rd/Exit 12 - Accident.
891,2,Between IL-38/Roosevelt Rd and St Charles Rd - Accident.
892,2,At CR-3/Warrenville Rd - Accident.
893,2,At IL-120/W Belvidere Rd - Accident.
894,2,At I-55/Exit 126 - Accident.
895,2,At W Westleigh Rd - Accident.
896,2,At Auto Mall Dr - Accident.
897,2,At US-45 - Accident.
898,2,At IL-22 - Accident.
899,2,At Main St - Accident.
900,2,Between IL-50/Cicero Ave/Exit 24B and Independence Blvd/Exit 26A - Accident.
901,2,Between US-6/159th St/Exit 73 and Dolton Ave/Exit 70 - Accident.
902,2,Between Ontarioville Rd and Greenbrook Blvd - Accident.
903,2,At Technology Dr - Accident.
904,2,At Touhy Ave/Exit 39 - Accident.
905,2,At IL-53-ext - Accident.
906,2,At US-14/Peterson Ave/Exit 41B - Accident.
907,2,At Butterfield Rd - Accident.
908,2,At Arlington Ave - Accident.
909,2,Between I-88/I-294/Exit 15A and I-294/Exit 15A - Accident.
910,2,At US-34/Ogden Ave - Accident.
911,2,At CR-7/W St Charles Rd - Accident.
912,2,At IL-171/Archer Ave - Accident.
913,2,Between 137th St/Doty Ave/Exit 69 and 130th St/Exit 68 - Accident.
914,2,At Cashmore Rd - Accident.
915,2,Between Meacham Rd and IL-53/Rohlwing Rd - Accident.
916,2,Ramp to I-55/Stevenson Expy/Exit 53C - Accident.
917,2,At CR-37/CR-W26/N Kilbourne Rd - Accident.
918,2,At Shales Pkwy - Accident.
919,2,At I-355/US-20/Lake St/Exit 7 - Accident.
920,2,At IN-249/Exit 19 - Accident.
921,2,At 75th St - Accident.
922,2,At Westleigh Rd - Accident.
923,2,At Greene Rd - Accident.
924,3,At IL-43/Harlem Ave/Exit 283 - Accident.
925,2,Between I-94/Tri-State Tollway and Energy Dr - Accident.
926,2,At Kennedy Rd - Accident.
927,2,At Oakley BLV/Western Ave/Exit 27C - Accident.
928,3,At Sayre Ave/Exit 81B - Accident.
929,2,At Central Ave/Exit 285 - Accident.
930,2,At Sibley Blvd/147th St/Exit 350 - Accident.
931,2,At 61st Ave/Exit 255 - Accident.
932,2,At CR-27/CR-W34/N Lewis Ave - Accident.
933,2,At US-45 - Accident.
934,2,At Wynstone Dr - Accident.
935,2,Between IL-53/Rohlwing Rd and I-290 - Accident.
936,2,At IL-53/Rohlwing Rd - Accident.
937,2,At Schmale Rd - Accident.
938,3,At US-20/Lake St/North Ave/Exit 13 - Accident.
939,2,Between Garfield Blvd/Exit 57B and 51st St/Exit 57A - Accident.
940,2,At Martin Luther King Jr Ave - Accident.
941,2,Ramp to I-65/Casimir Pulaski Meml Hwy SB - Accident.
942,2,Between 15th Ave/Exit 261 and Exit 11 - Accident.
943,2,At Midway Dr - Accident.
944,2,At Fapp Cir - Accident.
945,2,Between Ashland BLV/Paulina St/Exit 28B and Racine Ave/Exit 29A - Accident.
946,2,At CDW Way - Accident.
947,2,At 163rd St Toll Plaza - Accident.
948,2,At IL-1/Halsted St/Exit 357 - Accident.
949,2,At Liberty St - Accident.
950,2,At Beverly Rd - Accident.
951,2,At I-94/Tri-State Tollway - Accident.
952,2,At Savage Rd - Accident.
953,2,At Naperville Rd - Accident.
954,2,At IL-120/Belvidere Rd - Accident.
955,2,Between CR-26/CR-V76/W Gilmer Rd and Preserve Pkwy - Accident. Broken down vehicle.
956,2,Between Quentin Collection Dr and Wooded Ridge Dr - Accident.
957,2,At Bryn Mawr Ave/Nagle Ave/Exit 82 - Accident.
958,2,At CR-20/Grand Ave - Accident.
959,2,At Naperville Rd - Accident.
960,2,At Case Rd - Accident.
961,2,At Cedar Lake Rd - Accident.
962,2,At IL-60 - Accident.
963,2,At CR-37/CR-W26/N Kilbourne Rd - Accident.
964,2,At OHare Oasis - Accident.
965,2,At Audubon Way - Accident.
966,3,At Tiffany Rd - Accident.
967,3,At Tiffany Rd - Accident.
968,3,At US-12/US-20/95th St/Exit 62 - Accident.
969,3,At Old Elm Rd - Accident.
970,3,At L-173/W IL-173/Rosecrans Rd - Accident.
971,3,At L-173/W IL-173/Rosecrans Rd - Accident.
972,2,At Oplaine Rd - Accident.
973,3,At Church Rd - Accident.
974,3,At US-41/Skokie Hwy/Skokie Valley Rd - Accident.
975,2,At WI-100/Ryan Rd/Exit 322 - Accident.
976,3,At Pershing Rd - Accident.
977,3,At Glenwood Dyer Rd - Accident.
978,3,At Bristol Ln - Accident.
979,3,At Bristol Ln - Accident.
980,3,At Cicero Ave - Accident.
981,3,At Cicero Ave - Accident.
982,3,At Grand Ave - Accident.
983,3,At Grand Ave - Accident.
984,3,At Main St (Lombard) - Accident.
985,3,At Main St (Lombard) - Accident.
986,3,At Point Blvd - Accident.
987,3,At Point Blvd - Accident.
988,3,At Old Rand Rd - Accident.
989,3,At Rollins Rd - Accident.
990,3,At Old Rand Rd - Accident.
991,3,At IL-131/N Green Bay Rd - Accident.
992,3,At IL-131/N Green Bay Rd - Accident.
993,3,At Winchester Rd - Accident.
994,3,At Chardon Rd - Accident.
995,3,At Rollins Rd - Accident.
996,3,At Chardon Rd - Accident.
997,3,At Winchester Rd - Accident.
998,3,At Lake St/Exit 51A - Accident.
999,3,At Commonwealth Ave - Accident.
1000,3,At Lincoln Park West - Accident.
1001,3,Between IL-64/La Salle Dr and Michigan Ave - Accident.
1002,3,At Lake-Cook Road - Accident.
1003,3,At Lake St/Exit 51A - Accident.
1004,3,At I-94 - Accident.
1005,3,At Boyer Rd - Accident.
1006,3,At Boyer Rd - Accident.
1007,3,At I-57/Exit 63 - Accident.
1008,3,At Sacramento Blvd/Exit 27A - Accident.
1009,4,Closed at IL-1/Halsted St/Exit 357 - Road closed due to accident.
1010,3,At Northpoint Blvd - Accident.
1011,3,At Homan Ave/Exit 26B - Accident.
1012,3,At Northpoint Blvd - Accident.
1013,4,Closed at Lincoln Dr - Road closed due to accident.
1014,4,Closed at CR-55/CR-A18/W Monaville Rd - Road closed due to accident.
1015,4,Closed between Weber Rd/Exit 263 and IL-53/Exit 267 - Road closed due to accident.
1016,4,Closed at 11000N Rd - Road closed due to accident.
1017,4,Closed at 12000N Rd - Road closed due to accident.
1018,3,At 167th St/Exit 346 - Accident.
1019,2,At I-290/Eisenhower Exy/Exit 51H/51I - Accident.
1020,2,At Monroe St/Exit 51E - Accident.
1021,2,At IL-126/Exit 261 - Accident.
1022,2,At Fremont Center Rd - Accident.
1023,2,At 79th St/60C - Accident.
1024,2,At Briggs St/Exit 134 - Accident.
1025,2,At 87th St/Exit 61B - Accident.
1026,2,At Boyer Rd - Accident.
1027,2,At I-57 - Accident.
1028,2,At Hartland Rd - Accident.
1029,2,At IL-53/Exit 267 - Accident.
1030,2,At CR-21/Fabyan Pky/W Washington St - Accident.
1031,2,At Wilmot Rd - Accident.
1032,2,At Milwaukee Ave/S Riverside Dr - Accident.
1033,2,At IL-43/Harlem Ave/Exit 283 - Accident.
1034,4,Closed at Algonquin - Road closed due to accident.
1035,4,Closed at CR-34/Randall Rd - Road closed due to accident.
1036,2,At Brae Loch Rd - Accident.
1037,2,At Lawrence Ave - Accident.
1038,2,At Fish Lake Rd - Accident.
1039,2,At Jackson Blvd/Exit 51G - Accident.
1040,2,At IL-83/Kingery Hwy - Accident.
1041,2,Between Richards St/Exit 133 and Briggs St/Exit 134 - Accident.
1042,2,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
1043,2,At IL-120/Belvidere St - Accident.
1044,2,At Tri-State Pkwy - Accident.
1045,2,Between I-94/Tri-State Tollway and N Bradley Rd - Accident.
1046,2,At Touhy Ave/Exit 39 - Accident.
1047,2,At Parkview Rd - Accident.
1048,2,Between Winchester Ave and Yender Ave - Accident.
1049,2,At Winfield Rd - Accident.
1050,2,At Pulaski Rd - Accident.
1051,2,At IL-83/Kingery Hwy - Accident.
1052,2,Between Garfield Blvd/Exit 57B and 51st St/Exit 57A - Accident.
1053,2,At Winfield Rd - Accident.
1054,2,At Gary Ave - Accident.
1055,2,At Center Ave - Accident.
1056,2,At IL-43/Harlem Ave/Exit 283 - Accident.
1057,2,Between Des Plaines Ave/Exit 21A and IL-43/Harlem Ave/Exit 21B - Accident.
1058,2,At IL-31/N State St - Accident.
1059,2,At Barrington Rd/County Farm Rd - Accident.
1060,2,At Madison St - Accident.
1061,2,At Pulaski Rd/Exit 44B - Accident.
1062,2,At Schaeffer Rd - Accident.
1063,2,At IL-83 - Accident.
1064,2,At CR-5/CR-V62/N Quentin Rd - Accident.
1065,2,At CR-K/Exit 329 - Accident.
1066,2,At Roselle Rd - Accident.
1067,2,At St Charles Rd - Accident.
1068,2,At Russell Dr - Accident.
1069,2,At US-12/US-20/US-45/Exit 17 - Accident.
1070,2,At IL-43/Harlem Ave/Exit 21B - Accident.
1071,2,At W Washington Ave - Accident.
1072,2,At 47th St/Exit 56B - Accident.
1073,2,Between Foster Ave/Exit 83A and Lawrence Ave/Exit 84 - Accident.
