severity,description
2,At IL-53/Rohlwing Rd - Accident.
3,At Damen Ave/Exit 290 - Accident.
3,At Sacramento Blvd/Exit 27A - Accident.
3,At Prospect Ave - Accident.
3,At US-45/IL-21/Milwaukee Ave - Accident.
3,At Diamond Lake Rd - Accident.
3,At IL-131/S Green Bay Rd - Accident.
3,At Lake St - Accident.
3,At Lake St - Accident.
3,At IL-60 - Accident.
3,At IL-134/Round Lake Rd - Accident.
3,At IL-134/Round Lake Rd - Accident.
3,At CR-17/CR-A9/W Wadsworth Rd - Accident.
3,At Schwerman Rd - Accident.
3,At Schwerman Rd - Accident.
3,At Greenwood Ave - Accident.
3,At IL-83/Sibley Blvd/Exit 71 - Accident.
3,At Wilmington Rd/Exit 327 - Accident.
3,At Regent Dr - Accident.
3,At Regent Dr - Accident.
2,Between 119th St/Exit 354 and IL-1/Halsted St/Exit 357 - Accident.
2,Between 111th St/Monterey Ave/Exit 355 and IL-1/Halsted St/Exit 357 - Accident.
2,At Damen Ave/Exit 290 - Accident.
2,At Keeler Ave/Exit 44A - Accident.
2,At IL-68/Dundee Rd/Exit 30 - Accident.
2,At 43rd St/Exit 56A - Accident.
2,At Fairfield Ave - Accident.
2,At Granada Blvd - Accident.
2,At 63rd St - Accident.
2,At CR-32/CR-V77/Old McHenry Rd - Accident.
2,Between I-55/Stevenson Expy/Exit 53C and Canalport Ave/Cermak Rd/Exit 53 - Accident.
2,At I-290/Eisenhower Expy - Accident.
2,At E Lake Cook Rd - Accident.
2,At Washington St - Accident.
2,At President St - Accident.
2,At Slusser St - Accident.
2,At Northwind Blvd - Accident.
4,Closed at Miller Rd - Road closed due to accident.
4,Closed at Bell School Rd - Road closed due to accident.
2,At Gundersen Dr - Accident.
2,At Butterfield Rd - Accident.
2,At Baker Hill Dr - Accident.
2,At CR-15/Summit Ave - Accident.
3,At I-290/Eisenhower Exy/Exit 51H/51I - Accident.
3,At Wolf Rd/Exit 16 - Accident.
2,At Almond Rd - Accident.
3,At I-88/E-W Tollway - Accident.
3,At IL-22 - Accident.
3,At IL-22 - Accident.
3,At US-12/US-20/95th St - Accident.
3,At Burman Dr - Accident.
3,At Burman Dr - Accident.
4,Closed at Ives Grove Rd - Road closed due to accident.
4,Closed at Ives Grove Rd - Road closed due to accident.
2,Between WI-100/Ryan Rd/Exit 322 and W Drexel Ave/Exit 321 - Accident.
3,At 130th St/Exit 68 - Accident.
3,At 119th St/Exit 354 - Accident.
3,At I-94/Kingery Expy - Accident.
4,Closed between Boyd Blvd and US-6 - Road closed due to accident.
4,Closed between US-6 and Boyd Blvd - Road closed due to accident.
2,At McLean Blvd - Accident.
2,At President St - Accident.
2,Between IL-176/Rockland Rd and IL-137/Buckley Rd - Accident.
2,At I-355/Vets Meml Tollway/Exit 140 - Accident.
2,At Skokie Hwy - Accident.
2,At IL-22/Half Day Rd - Accident.
2,At I-294/Exit 277B - Accident.
2,Between I-294 and I-290/Eisenhower Expy - Accident.
2,At Bartlett Rd - Accident.
2,At Hillside Ave - Accident.
2,At Addison St/Exit 45A - Accident.
2,At US-12/Rand Rd - Accident.
2,Between IL-53 and CR-5/CR-V62/N Quentin Rd - Accident.
2,Between IL-53 and Woodridge - Accident.
2,At Main St (Lombard) - Accident.
2,At Damen Ave/Exit 47B - Accident.
2,At Stearns Rd - Accident.
3,At Cermak Road Toll Plaza - Accident.
2,At Clinton Ave - Accident.
2,At 31st St/Oak Brook Rd - Accident.
2,At CDW Way - Accident.
2,At 22nd St - Accident.
2,At 63rd St - Accident.
3,At Krueger Rd - Accident.
3,At Krueger Rd - Accident.
3,At Monticello Ave - Accident.
3,At Monticello Ave - Accident.
2,At 75th St - Accident.
2,At St Charles Rd - Accident.
2,At St Charles Rd - Accident.
2,At 75th St - Accident.
2,At CR-13/Winfield Rd - Accident.
2,At IL-64/North Ave - Accident.
2,At CR-13/Winfield Rd - Accident.
2,At CR-G/Exit 327 - Accident.
2,At IL-19/Irving Park Rd - Accident.
2,At IL-19/Irving Park Rd - Accident.
2,At Kenosha Rd - Accident.
2,At Stearns School Rd - Accident.
2,At Stearns School Rd - Accident.
2,At Kenosha Rd - Accident.
2,At Ca-A7/State Park Rd - Accident.
2,At CR-15/Midwest Rd/Summit Ave - Accident.
2,At CR-15/Midwest Rd/Summit Ave - Accident.
2,At Ca-A7/State Park Rd - Accident.
3,At IL-43/Harlem Ave/Exit 21B - Accident.
2,At Tollgate Rd - Accident.
2,At IL-120/W Belvidere Rd - Accident.
2,At IL-173/Rosecrans Rd - Accident.
2,At IL-120/W Belvidere Rd - Accident.
2,At IL-173/Rosecrans Rd - Accident.
2,At W Highland Ave/Chicago St - Accident.
3,At Division St/Exit 49A - Accident.
2,At Tollgate Rd - Accident.
2,At W Highland Ave/Chicago St - Accident.
2,At Seminole St - Accident.
2,At Seminole St - Accident.
2,At Chase St - Accident.
2,At US-12/IL-59/N Rand Rd - Accident.
3,At McHenry/Boone County Line - Accident.
2,At Warrenville Rd - Accident.
2,At US-12/IL-59/N Rand Rd - Accident.
2,At Chase St - Accident.
2,At Warrenville Rd - Accident.
2,At IL-120/Belvidere Rd - Accident.
2,At IL-120/Belvidere Rd - Accident.
3,At Central Ave/Exit 23B - Accident.
3,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
3,At 25th Ave/Exit 18 - Accident.
3,At CR-58/CR-W24/Riverwoods Rd - Accident.
3,At Cedar Lake Rd - Accident.
3,At Cedar Lake Rd - Accident.
3,At IL-173 - Accident.
3,At I-290/US-20/IL-64 - Accident.
3,At IL-173 - Accident.
3,At Jackson Blvd - Accident.
3,At IL-120/Belvidere Rd - Accident.
2,At CR-ML/122nd St - Accident.
3,At Lake Cook Rd - Accident.
3,At Lake Cook Rd - Accident.
3,At CR-32/CR-V77/N Old McHenry Rd - Accident.
3,At US-41/Skokie Hwy - Accident.
3,At CR-32/CR-V77/N Old McHenry Rd - Accident.
3,At CR-5/CR-V62/N Quentin Rd - Accident.
3,At CR-5/CR-V62/N Quentin Rd - Accident.
3,At IL-176/W Liberty St - Accident.
3,At Adams St - Accident.
3,At CR-45/CR-A22/Washington St - Accident.
3,At County Farm Rd - Accident.
3,At CR-45/CR-A22/Washington St - Accident.
3,At Fullerton Ave/Exit 47A - Accident.
2,At Ashland Ave - Accident.
3,At Kilpatrick Ave - Accident.
3,At Kilpatrick Ave - Accident.
3,At 103rd St - Accident.
3,Between Racine Ave/Exit 29A and Ashland BLV/Paulina St/Exit 28B - Accident.
3,At Highland Ave - Accident.
3,Between Dan Ryan Expy and 59th St/Exit 58A - Accident.
3,At CR-29/CR-W15/N Hunt Club Rd - Accident.
3,At CR-29/CR-W15/N Hunt Club Rd - Accident.
4,Closed between WI-67/Exit 25 and CR-X/Exit 17 - Road closed due to accident.
3,At IL-60/Town Line Rd - Accident.
3,At Damen Ave/Exit 47B - Accident.
3,At Arsenal Rd/Exit 245 - Accident.
3,At Cass Ave/Exit 273 - Overturned vehicle.
2,At 47th St/Exit 56B - Accident.
3,At Central Ave/Exit 13 - Accident.
2,At Keeler Ave/Exit 44A - Accident.
4,Ramp closed to Exit 140 - Road closed due to accident.
3,Ramp to I-55/Stevenson Expy - Accident.
3,Ramp to Canalport Ave/Cermak Rd/Exit 53 - Accident.
3,Ramp to I-55/Stevenson Expy - Accident.
3,At 59th St/Exit 58A - Accident.
3,At IL-60/Town Line Rd - Accident.
2,At WI-142/CR-S/Exit 340 - Accident.
2,At Independence Blvd/Exit 26A - Accident.
2,At I-94/IN-51/Exit 21 - Accident.
2,At I-80/I-94/US-6/IN-51/Exit 21 - Accident.
2,Ramp to Indiana East-West Toll Rd - Accident.
2,At I-94/IN-51/Exit 21 - Accident.
2,At Addison St/Exit 45A - Accident.
2,At Canal St - Accident.
3,At Arlington Heights Rd - Accident.
2,At Montrose Ave/Exit 43C - Accident.
2,At US-12/US-20/US-45/Exit 279 - Accident.
2,Ramp to I-290/Eisenhower Expy - Accident.
2,Ramp to Exit 51H - Accident.
2,Ramp to I-290/Eisenhower Expy Westbound - Accident.
2,Ramp to I-290/Eisenhower Expy - Accident.
2,At IN-912/Cline Ave/Exit 5 - Accident.
2,At US-30/Exit 253 - Accident.
2,At 87th St/Exit 61B - Accident.
4,Closed between Glenwood Dyer Rd and Torrence Ave - Road closed due to accident.
4,Closed at Glenwood Dyer Rd - Road closed due to accident.
3,At US-6/159th St/Exit 73 - Accident.
3,At Joliet Rd/Exit 268 - Accident.
2,At I-53 - Accident.
2,At Central Ave/Exit 23B - Accident.
2,Between IL-68/Dundee Rd/Exit 30 and Tower Rd/Exit 31 - Accident.
2,At Willow Rd/Exit 33 - Accident.
2,Between 10th St/55th St and US-34/Ogden Ave - Accident.
2,At Grace St - Accident.
4,Closed between IL-31/State St and IL-25/Illinois Ave/Lavoie Ave - Road closed due to accident.
2,At IL-171/Archer Ave - Accident.
3,Between IL-31/IL-56 and Farnsworth Ave - Accident.
2,At Old Elm Rd - Accident.
2,Ramp to Exit 21 - Accident.
2,At Elgin Ohare Expy - Accident.
2,At W Westleigh Rd - Accident.
3,At Ohio St/Exit 50B - Accident.
2,At CR-65/W Yorkhouse Rd - Accident.
4,Closed between US-35/IN-212/E Michigan Blvd and Johnson Rd - Road closed due to accident.
2,At I-94/Tri-State Tollway - Accident.
3,At 87th St/Exit 61B - Accident.
2,At Fullerton Ave/Exit 47A - Accident.
2,Between IL-132/Grand Ave and Washington St - Accident.
2,At Division St/Exit 49A - Accident.
2,At Old Half Day Rd - Accident.
2,At Berkley Ave - Accident.
2,At Lakehurst Rd - Accident.
2,At Bristol Village of - Accident.
2,At Kostner Ave/Exit 25 - Accident.
2,Between IL-56/Butterfield Rd/Camden Ct and CR-25/Meyers Rd - Accident.
2,At 111th St/Exit 66A - Accident.
2,Between US-14/Northwest Hwy and Euclid Ave - Accident.
3,Between Belmont Ave and IL-19/Irving Park Rd - Accident.
2,At Lemont Rd/Exit 271 - Accident.
2,At Grace St - Accident.
2,At I-55 - Accident.
2,At Lawndale Ave - Accident.
2,At US-6/159th St/Exit 348 - Accident.
2,At IL-64/W North Ave - Accident.
3,At IN-249/Exit 19 - Accident.
2,At Independence Blvd/Exit 26A - Accident.
2,At Pulaski Rd/Exit 287 - Accident.
2,At US-45 - Accident.
2,Between W Washington Ave and W Westleigh Rd - Accident.
2,At Tennessee Ave - Accident.
2,At 111th St/Monterey Ave/Exit 355 - Accident.
2,At Edgewood Walk - Accident.
3,At IL-171/Cumberland Ave/Exit 79 - Accident.
2,At US-45 - Accident.
2,Between US-20/Lake St/North Ave/Exit 13 and US-20/Lake St/York Rd/Exit 12 - Accident.
2,Between IL-38/Roosevelt Rd and St Charles Rd - Accident.
2,At CR-3/Warrenville Rd - Accident.
2,At IL-120/W Belvidere Rd - Accident.
2,At I-55/Exit 126 - Accident.
2,At W Westleigh Rd - Accident.
2,At Auto Mall Dr - Accident.
2,At US-45 - Accident.
2,At IL-22 - Accident.
2,At Main St - Accident.
2,Between IL-50/Cicero Ave/Exit 24B and Independence Blvd/Exit 26A - Accident.
2,Between US-6/159th St/Exit 73 and Dolton Ave/Exit 70 - Accident.
2,Between Ontarioville Rd and Greenbrook Blvd - Accident.
2,At Technology Dr - Accident.
2,At Touhy Ave/Exit 39 - Accident.
2,At IL-53-ext - Accident.
2,At US-14/Peterson Ave/Exit 41B - Accident.
2,At Butterfield Rd - Accident.
2,At Arlington Ave - Accident.
2,Between I-88/I-294/Exit 15A and I-294/Exit 15A - Accident.
2,At US-34/Ogden Ave - Accident.
2,At CR-7/W St Charles Rd - Accident.
2,At IL-171/Archer Ave - Accident.
2,Between 137th St/Doty Ave/Exit 69 and 130th St/Exit 68 - Accident.
2,At Cashmore Rd - Accident.
2,Between Meacham Rd and IL-53/Rohlwing Rd - Accident.
2,Ramp to I-55/Stevenson Expy/Exit 53C - Accident.
2,At CR-37/CR-W26/N Kilbourne Rd - Accident.
2,At Shales Pkwy - Accident.
2,At I-355/US-20/Lake St/Exit 7 - Accident.
2,At IN-249/Exit 19 - Accident.
2,At 75th St - Accident.
2,At Westleigh Rd - Accident.
2,At Greene Rd - Accident.
3,At IL-43/Harlem Ave/Exit 283 - Accident.
2,Between I-94/Tri-State Tollway and Energy Dr - Accident.
2,At Kennedy Rd - Accident.
2,At Oakley BLV/Western Ave/Exit 27C - Accident.
3,At Sayre Ave/Exit 81B - Accident.
2,At Central Ave/Exit 285 - Accident.
2,At Sibley Blvd/147th St/Exit 350 - Accident.
2,At 61st Ave/Exit 255 - Accident.
2,At CR-27/CR-W34/N Lewis Ave - Accident.
2,At US-45 - Accident.
2,At Wynstone Dr - Accident.
2,Between IL-53/Rohlwing Rd and I-290 - Accident.
2,At IL-53/Rohlwing Rd - Accident.
2,At Schmale Rd - Accident.
3,At US-20/Lake St/North Ave/Exit 13 - Accident.
2,Between Garfield Blvd/Exit 57B and 51st St/Exit 57A - Accident.
2,At Martin Luther King Jr Ave - Accident.
2,Ramp to I-65/Casimir Pulaski Meml Hwy SB - Accident.
2,Between 15th Ave/Exit 261 and Exit 11 - Accident.
2,At Midway Dr - Accident.
2,At Fapp Cir - Accident.
2,Between Ashland BLV/Paulina St/Exit 28B and Racine Ave/Exit 29A - Accident.
2,At CDW Way - Accident.
2,At 163rd St Toll Plaza - Accident.
2,At IL-1/Halsted St/Exit 357 - Accident.
2,At Liberty St - Accident.
2,At Beverly Rd - Accident.
2,At I-94/Tri-State Tollway - Accident.
2,At Savage Rd - Accident.
2,At Naperville Rd - Accident.
2,At IL-120/Belvidere Rd - Accident.
2,Between CR-26/CR-V76/W Gilmer Rd and Preserve Pkwy - Accident. Broken down vehicle.
2,Between Quentin Collection Dr and Wooded Ridge Dr - Accident.
2,At Bryn Mawr Ave/Nagle Ave/Exit 82 - Accident.
2,At CR-20/Grand Ave - Accident.
2,At Naperville Rd - Accident.
2,At Case Rd - Accident.
2,At Cedar Lake Rd - Accident.
2,At IL-60 - Accident.
2,At CR-37/CR-W26/N Kilbourne Rd - Accident.
2,At OHare Oasis - Accident.
2,At Audubon Way - Accident.
3,At Tiffany Rd - Accident.
3,At Tiffany Rd - Accident.
3,At US-12/US-20/95th St/Exit 62 - Accident.
3,At Old Elm Rd - Accident.
3,At L-173/W IL-173/Rosecrans Rd - Accident.
3,At L-173/W IL-173/Rosecrans Rd - Accident.
2,At Oplaine Rd - Accident.
3,At Church Rd - Accident.
3,At US-41/Skokie Hwy/Skokie Valley Rd - Accident.
2,At WI-100/Ryan Rd/Exit 322 - Accident.
3,At Pershing Rd - Accident.
3,At Glenwood Dyer Rd - Accident.
3,At Bristol Ln - Accident.
3,At Bristol Ln - Accident.
3,At Cicero Ave - Accident.
3,At Cicero Ave - Accident.
3,At Grand Ave - Accident.
3,At Grand Ave - Accident.
3,At Main St (Lombard) - Accident.
3,At Main St (Lombard) - Accident.
3,At Point Blvd - Accident.
3,At Point Blvd - Accident.
3,At Old Rand Rd - Accident.
3,At Rollins Rd - Accident.
3,At Old Rand Rd - Accident.
3,At IL-131/N Green Bay Rd - Accident.
3,At IL-131/N Green Bay Rd - Accident.
3,At Winchester Rd - Accident.
3,At Chardon Rd - Accident.
3,At Rollins Rd - Accident.
3,At Chardon Rd - Accident.
3,At Winchester Rd - Accident.
3,At Lake St/Exit 51A - Accident.
3,At Commonwealth Ave - Accident.
3,At Lincoln Park West - Accident.
3,Between IL-64/La Salle Dr and Michigan Ave - Accident.
3,At Lake-Cook Road - Accident.
3,At Lake St/Exit 51A - Accident.
3,At I-94 - Accident.
3,At Boyer Rd - Accident.
3,At Boyer Rd - Accident.
3,At I-57/Exit 63 - Accident.
3,At Sacramento Blvd/Exit 27A - Accident.
4,Closed at IL-1/Halsted St/Exit 357 - Road closed due to accident.
3,At Northpoint Blvd - Accident.
3,At Homan Ave/Exit 26B - Accident.
3,At Northpoint Blvd - Accident.
4,Closed at Lincoln Dr - Road closed due to accident.
4,Closed at CR-55/CR-A18/W Monaville Rd - Road closed due to accident.
4,Closed between Weber Rd/Exit 263 and IL-53/Exit 267 - Road closed due to accident.
4,Closed at 11000N Rd - Road closed due to accident.
4,Closed at 12000N Rd - Road closed due to accident.
3,At 167th St/Exit 346 - Accident.
2,At I-290/Eisenhower Exy/Exit 51H/51I - Accident.
2,At Monroe St/Exit 51E - Accident.
2,At IL-126/Exit 261 - Accident.
2,At Fremont Center Rd - Accident.
2,At 79th St/60C - Accident.
2,At Briggs St/Exit 134 - Accident.
2,At 87th St/Exit 61B - Accident.
2,At Boyer Rd - Accident.
2,At I-57 - Accident.
2,At Hartland Rd - Accident.
2,At IL-53/Exit 267 - Accident.
2,At CR-21/Fabyan Pky/W Washington St - Accident.
2,At Wilmot Rd - Accident.
2,At Milwaukee Ave/S Riverside Dr - Accident.
2,At IL-43/Harlem Ave/Exit 283 - Accident.
4,Closed at Algonquin - Road closed due to accident.
4,Closed at CR-34/Randall Rd - Road closed due to accident.
2,At Brae Loch Rd - Accident.
2,At Lawrence Ave - Accident.
2,At Fish Lake Rd - Accident.
2,At Jackson Blvd/Exit 51G - Accident.
2,At IL-83/Kingery Hwy - Accident.
2,Between Richards St/Exit 133 and Briggs St/Exit 134 - Accident.
2,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
2,At IL-120/Belvidere St - Accident.
2,At Tri-State Pkwy - Accident.
2,Between I-94/Tri-State Tollway and N Bradley Rd - Accident.
2,At Touhy Ave/Exit 39 - Accident.
2,At Parkview Rd - Accident.
2,Between Winchester Ave and Yender Ave - Accident.
2,At Winfield Rd - Accident.
2,At Pulaski Rd - Accident.
2,At IL-83/Kingery Hwy - Accident.
2,Between Garfield Blvd/Exit 57B and 51st St/Exit 57A - Accident.
2,At Winfield Rd - Accident.
2,At Gary Ave - Accident.
2,At Center Ave - Accident.
2,At IL-43/Harlem Ave/Exit 283 - Accident.
2,Between Des Plaines Ave/Exit 21A and IL-43/Harlem Ave/Exit 21B - Accident.
2,At IL-31/N State St - Accident.
2,At Barrington Rd/County Farm Rd - Accident.
2,At Madison St - Accident.
2,At Pulaski Rd/Exit 44B - Accident.
2,At Schaeffer Rd - Accident.
2,At IL-83 - Accident.
2,At CR-5/CR-V62/N Quentin Rd - Accident.
2,At CR-K/Exit 329 - Accident.
2,At Roselle Rd - Accident.
2,At St Charles Rd - Accident.
2,At Russell Dr - Accident.
2,At US-12/US-20/US-45/Exit 17 - Accident.
2,At IL-43/Harlem Ave/Exit 21B - Accident.
2,At W Washington Ave - Accident.
2,At 47th St/Exit 56B - Accident.
2,Between Foster Ave/Exit 83A and Lawrence Ave/Exit 84 - Accident.
2,Between US-20/Lake St/North Ave/Exit 13 and St Charles Rd/Exit 14 - Accident.
2,At Lake Villa - Accident.
2,At IL-21/N Milwaukee Ave - Accident.
2,At IL-59 - Accident.
2,At Main St - Accident.
2,At IL-63/Midlothian Rd - Accident.
2,At US-14/Peterson Ave/Exit 41B - Accident.
2,At Jorie Blvd - Accident.
2,At Bartlett Rd - Accident.
2,At Bixtone Path - Accident.
2,At IL-53 - Accident.
2,At Green Tree Pkwy - Accident.
2,At Old Mill Rd - Accident.
2,At Bartlett - Accident.
2,At Plainfield Rd - Accident.
2,At IL-60/Townline Rd - Accident.
2,At Elgin Ohare Expy - Accident.
2,At IL-43/IL-120 - Accident.
2,At IL-176/Park Ave - Accident.
2,At Doris Ave - Accident.
2,Between CR-38/CR-W20/S Oplaine Rd and I-94/Tri-State Tollway - Accident.
2,At CR-36/CR-V67/Deep Lake Rd - Accident.
3,At Kostner Ave - Accident.
3,At Kostner Ave - Accident.
3,At Deerpath Dr - Accident.
3,At Deerpath Dr - Accident.
3,At Bernard St - Accident.
3,At CR-37/CR-W26/N Kilbourne Rd - Accident.
3,At CR-37/CR-W26/N Kilbourne Rd - Accident.
3,At CR-65/CR-A15/W Yorkhouse Rd - Accident.
3,At CR-65/CR-A15/W Yorkhouse Rd - Accident.
3,At Hawley St - Accident.
3,At I-90/N-W Tollway/Kennedy Expy - Accident.
3,At Pleasant Hill Rd - Accident.
3,At Pine Ln - Accident.
3,At Pleasant Hill Rd - Accident.
3,At Pine Ln - Accident.
2,At IL-171/Archer Ave - Accident.
3,At 29th St - Accident.
3,At Maple Ave - Accident.
3,At 29th St - Accident.
3,At I-57/Exit 63 - Accident.
3,At 43rd St/Exit 56A - Accident.
3,At IL-83/Ivanhoe Rd - Accident.
3,At Tiffany Rd - Accident.
3,At IL-83/Ivanhoe Rd - Accident.
3,At IL-50/Cicero Ave/Exit 286 - Accident.
3,At IL-58/Golf Rd - Accident.
3,At Tiffany Rd - Accident.
3,At US-34/Ogden Ave - Accident.
3,At Main St - Accident.
3,At I-190/Exit 78 - Accident.
3,At US-34/Ogden Ave - Accident.
3,At Addison Ave - Accident.
3,At Main St - Accident.
3,At C Pulaski Dr - Accident.
3,At C Pulaski Dr - Accident.
3,At Stearns Rd - Accident.
3,At Stearns Rd - Accident.
3,At Dilleys Rd - Accident.
3,At Fullerton Pky - Accident.
3,At US-6/159th St/Exit 73 - Accident.
3,At IL-43/Harlem Ave/Exit 21B - Accident.
3,At 87th St/Exit 61B - Accident.
3,At Old Orchard Rd/Exit 35 - Accident.
3,At I-90/I-94/Dan Ryan Expy W/Union Ave - Accident.
3,At I-90/I-94/Dan Ryan Expy W/Union Ave - Accident.
3,At Central Ave/Exit 285 - Accident.
3,At Milwaukee Ave/Exit 49B - Accident.
3,At Laramie Ave/Exit 24A - Accident.
3,At 18th St/Exit 52C - Accident.
3,At US-14/Peterson Ave/Exit 41B - Accident.
2,At US-6/159th St/Exit 73 - Accident.
3,At IL-173/Rosecrans Rd - Accident. Incident.
3,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
3,At I-88/E-W Tollway - Accident.
2,At IN-114/Exit 215 - Accident.
2,At I-290/Eisenhower Exy/Exit 51H/51I - Accident.
2,Between Belmont Ave/Exit 45C and California Ave/Exit 46A - Accident.
2,At US-12/US-20/95th St - Accident.
2,At Central Ave/Exit 285 - Accident.
2,Ramp to Exit 50A - Accident.
2,At Dawes St - Accident.
2,At Blanchard St - Accident.
2,At CR-18/Kress Rd - Accident.
2,At I-90/Kennedy Expy - Accident.
2,Between I-90/I-94 Western Split and Montrose Ave/Exit 43C - Accident.
2,At IL-173/Rosecrans Rd - Accident.
2,At IL-43/Harlem Ave/Exit 148 - Accident.
2,At Bryn Mawr Ave - Accident.
2,Between Cass Ave/Exit 273 and IL-83/Kingery Rd/Exit 274 - Accident.
3,At Old Rand Rd - Accident.
3,At IL-59/N Hough St - Accident.
3,At IL-22/Half Day Rd - Accident.
3,At Old Rand Rd - Accident.
3,At Central Park Ave - Accident.
3,At Central Park Ave - Accident.
3,At Oketo Ave - Accident.
3,At US-45 - Accident.
3,At US-45 - Accident.
3,At Grimm Rd - Accident.
3,At Grimm Rd - Accident.
3,At Savage Rd - Accident.
3,At Savage Rd - Accident.
3,At CR-32/CR-V77/N Old McHenry Rd - Accident.
3,At Prospect Ave - Accident.
3,At Prospect Ave - Accident.
3,At Riverside Dr - Accident.
3,At Riverside Dr - Accident.
4,Closed at Wells St - Road closed due to accident.
4,Closed at Orleans St - Road closed due to accident.
2,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
2,At I-55/Stevenson Expy/Exit 53B - Accident.
2,At 115th St/Exit 66B - Accident.
2,At Madison St/Exit 51D - Accident.
2,At Church St - Accident.
2,At IL-59/N Hough St - Accident.
4,Closed at Dee Rd - Road closed due to accident.
